Date,USD_PKR,USD_IRR,PKR_IRR,PKR_USD,IRR_USD,Year,Month,Quarter,DayOfWeek,WeekOfYear,PKR_DailyChange%,IRR_DailyChange%,PKR_MA30,PKR_MA90,IRR_MA30,IRR_MA90,PKR_Volatility30,IRR_Volatility30,PKR_CumChange%,IRR_CumChange%,Decade,PKR_Drawdown%,IRR_Drawdown%
2003-12-24,57.0,8243.2001953125,144.61754728618422,0.017543859649122806,0.0001213121089269008,2003,12,4,2,52,-0.34965167879689174,0.0,,,,,,,-5.244782384373863,-0.6639867282678269,2000s,0.0,0.0728402838068011
2003-12-25,57.0,8243.2001953125,144.61754728618422,0.017543859649122806,0.0001213121089269008,2003,12,4,3,52,0.0,0.0,,,,,,,-5.244782384373863,-0.6639867282678269,2000s,0.0,0.0728402838068011
2003-12-26,57.0,8243.2001953125,144.61754728618422,0.017543859649122806,0.0001213121089269008,2003,12,4,4,52,0.0,0.0,,,,,,,-5.244782384373863,-0.6639867282678269,2000s,0.0,0.0728402838068011
2003-12-29,57.29999923706055,8239.599609375,143.79755181647164,0.017452007213173207,0.00012136512056510635,2003,12,4,0,1,0.5263144509834117,-0.04367946734507022,,,,,,,-4.746071981002039,-0.7073761697467442,2000s,0.5263144509834156,0.029129000213754936
2003-12-30,57.29999923706055,8239.7001953125,143.79930724297844,0.017452007213173207,0.00012136363900338171,2003,12,4,1,1,0.0,0.001220762443177037,,,,,,,-4.746071981002039,-0.7061640426861724,2000s,0.5263144509834156,0.030350118252833794
2003-12-31,57.29999923706055,8161.2998046875,142.43106306027533,0.017452007213173207,0.0001225295019091987,2003,12,4,2,1,0.0,-0.9514956705536592,,,,,,,-4.746071981002039,-1.6509405929466678,2000s,0.5263144509834156,0.0
2004-01-01,57.29999923706055,8161.2998046875,142.43106306027533,0.017452007213173207,0.0001225295019091987,2004,1,1,3,1,0.0,0.0,,,,,,,-4.746071981002039,-1.6509405929466678,2000s,0.5263144509834156,0.0
2004-01-02,57.099998474121094,8236.2001953125,144.2416885360394,0.017513135319140522,0.00012141521287560904,2004,1,1,4,1,-0.3490414757459481,0.9177507556085596,,,,,,,-5.078547697065534,-0.748341357104518,2000s,0.1754359195106908,0.9177507556085664
2004-01-05,57.099998474121094,8731.5,152.91594103907545,0.017513135319140522,0.00011452785890167783,2004,1,1,0,2,0.0,6.013693122338037,,,,,,,-5.078547697065534,5.220348812509716,2000s,0.1754359195106908,6.986634592016844
2004-01-06,57.099998474121094,8724.7001953125,152.79685513943954,0.017513135319140522,0.00011461711893977374,2004,1,1,1,2,0.0,-0.07787670718090167,57.27816658020019,,8287.196614583334,,,,-5.078547697065534,5.13840666957028,2000s,0.1754359195106908,6.903316923872923
2004-01-07,57.349998474121094,8728.7001953125,152.20053055888542,0.01743679209427085,0.0001145645946846727,2004,1,1,2,2,0.43782838297852233,0.045846847575914396,57.184666570027666,,8301.543294270834,,0.6558635084951616,1.1326704996799155,-4.662954637347875,5.186609314619817,2000s,0.614032410738761,6.952328724636603
2004-01-08,57.349998474121094,8217.7998046875,143.29206666667554,0.01743679209427085,0.00012168707242412888,2004,1,1,3,2,0.0,-5.8531096176194115,57.15383313496908,,8298.8599609375,,0.3405199832620658,1.579688370720275,-4.662954637347875,-0.9700782316219472,2000s,0.614032410738761,0.6922916857869726
2004-01-09,57.349998474121094,8236.900390625,143.62511961254648,0.01743679209427085,0.00012140489171608422,2004,1,1,4,2,0.0,0.23242943843198027,57.13833312988281,,8296.813313802084,,0.310843264113456,1.5803618549159575,-4.662954637347875,-0.7399035405760711,2000s,0.614032410738761,0.9263302138965446
2004-01-12,57.349998474121094,8221.900390625,143.3635677311324,0.01743679209427085,0.00012162638228264688,2004,1,1,0,3,0.0,-0.18210733757412223,57.14999974568685,,8294.266666666666,,0.16848621870676794,1.580661180337479,-4.662954637347875,-0.9206634595118377,2000s,0.614032410738761,0.7425359610327465
2004-01-13,57.349998474121094,8222.900390625,143.3810045232267,0.01743679209427085,0.00012161159110477717,2004,1,1,1,3,0.0,0.01216263822827468,57.16166636149089,,8292.140006510417,,0.16848621870676794,1.5805034186482256,-4.662954637347875,-0.9086127982494532,2000s,0.614032410738761,0.7547889112236664
2004-01-14,57.349998474121094,8238.0,143.64429327260325,0.01743679209427085,0.00012138868657441127,2004,1,1,2,3,0.0,0.18362875211543894,57.17333297729492,,8290.27333984375,,0.16848621870676794,1.5808117849056529,-4.662954637347875,-0.7266525204770038,2000s,0.614032410738761,0.9398036727978882
2004-01-15,57.349998474121094,8239.0,143.66173006469754,0.01743679209427085,0.00012137395314965408,2004,1,1,3,3,0.0,0.012138868657451951,57.18499959309896,,8288.553352864583,,0.16848621870676794,1.580806205521039,-4.662954637347875,-0.7146018592146194,2000s,0.614032410738761,0.952056622988808
2004-01-16,57.349998474121094,8253.2001953125,143.90933591805964,0.01743679209427085,0.0001211651209633763,2004,1,1,4,3,0.0,0.17235338405752199,57.196666208903,,8287.193359375,,0.16848621870676794,1.5811305567275329,-4.662954637347875,-0.5434801156439825,2000s,0.614032410738761,1.1260509088542043
2004-01-19,57.29999923706055,8244.900390625,143.8900610890821,0.017452007213173207,0.00012128709294499986,2004,1,1,0,4,-0.08718263014969585,-0.10056468389333384,57.20666618347168,,8286.220052083334,,0.1696009748256927,1.5806191546070667,-4.746071981002039,-0.6434982504769956,2000s,0.5263144509834156,1.0243538154239036
2004-01-20,57.29999923706055,8238.2998046875,143.7748676156897,0.017452007213173207,0.00012138426904918067,2004,1,1,1,4,0.0,-0.08005658800930293,57.21666615804036,,8285.36005859375,,0.1696009748256927,1.580528863536048,-4.746071981002039,-0.7230396757430663,2000s,0.5263144509834156,0.9434771647008299
